,id,name,genres,followers,popularity
598,2nnBxtAj3F9WqO5zULOPc1,Gary Chase,[],1,0
599,50VwXblSjWqTmcDO1OqigH,Britt Daniel,[],1174,11
600,3BM6jep0XGjL04M443AupH,Bennie Wallace,['jazz saxophone'],536,3
601,48CaYZxxeOMzV4Kl5T2lHT,Paul de Senneville,[],3880,31
602,0SgQK24WzZf2pXBXYqHJYF,David Foster,[],91830,51
603,2guRkkGBMKiboUZJr0NhZF,Peter Thomas Sound Orchester,[],3430,32
604,5oyNl4KxsjkVfyvnwcl8ex,François de Roubaix,"['french soundtrack', 'vintage french electronic']",15119,29
605,4zzIJO16ddwVjGHpafzokr,Alex Wurman,[],509,10
606,5B6fjdBghQykaZm20DtDP9,Mowgs,"['birmingham hip hop', 'melodic drill', 'uk hip hop']",57824,44
607,6j4bc1DLzLoUqGztsvG5KT,"Emilio Estefan, Jr.",[],851,18
608,7GaxyUddsPok8BuhxN6OUW,James Brown,"['funk', 'soul']",2104291,61
609,7nNT4zGQZUfiugSmCWONP5,Bruce Smeaton,[],23,0
610,2tVkkTDeui1w14sm3q6C3O,Indrajit Indro Dey,[],1451,6
611,2jqTyPt0UZGrthPF4KMpeN,Bappi Lahiri,"['classic bollywood', 'filmi', 'modern bollywood']",2127559,56
612,5ixQ5hSywFLUaxoaA0uVaH,Anand Raj Anand,"['filmi', 'modern bollywood']",1393198,58
613,1HmcCckVaFw44DHhZKuKgN,Irwin Kostal,[],1982,36
614,68KvpvhgiLc9r2g7PJDS5G,Vassal Benford,[],95,4
615,67ft7iwkuCMXnfU57hUNwv,James Seymour Brett,[],206,5
616,7t8q7ikEtcPNtoaKAm9Vu6,Jerry Goldsmith,"['classic soundtrack', 'orchestral soundtrack', 'soundtrack']",90848,48
617,46oZB2SJjqHFwyl5I6H75k,Joel Cadbury,[],129,3
618,3TBJ2CQumYLSjZdgx369Yg,Transcenders,[],185,18
619,3gqs8fHrmLkMfjT5BI1bNh,Oroshi,['rain'],61,48
620,0qEO82Hj3SvjoNyEfKpRku,Krzysztof Penderecki,"['avant-garde', 'classical', 'contemporary classical', 'polish contemporary classical']",46463,39
621,5eoQaAFvVujJWjTohaHp8r,Justin Rubenstein,[],187,35
622,2uEAOrcM3CyQrKMa8uqA5N,Jonathan Tunick,[],266,21
623,6MD1v7X2rICKSMJggLeHN4,Kaiwan Kulavadhanothai,[],2,0
624,3WKwLAoiLeerQ1rYHEmC4e,Kuniaki Haishima,['japanese soundtrack'],2387,17
625,1M85r8fn8TM2VSXv3YGJRJ,SteveSongs,"[""children's folk""]",2244,32
626,0lVlNsuGaOr9vMHCZIAKMt,Machine Head,"['alternative metal', 'groove metal', 'hard rock', 'industrial metal', 'melodic groove metal', 'metal', 'nu metal', 'progressive groove metal']",1275168,56
627,17YFYixTwkosluOZZJWhjb,Claude Bolling,['french jazz'],15689,33
628,3C4MmUJYQN9svNdedAR2BK,Lisa Gerrard,"['ethereal wave', 'neoclassical darkwave', 'oceania soundtrack', 'soundtrack']",172200,62
629,0kz2vnvZr42PfEGjRocgqH,Bruno Coon,[],27,7
630,0Z6bE6kOVhh2DHZPMUz2Sr,Johan Söderqvist,"['nordic soundtrack', 'soundtrack', 'video game music']",18300,47
631,0BuG1y8Ufvl2Jr67VqnUHR,Johnny Njo,[],13,0
632,6baj3i3ryWLqnpgot0XKT8,Jeremy Lubbock,['library music'],389,27
633,1JWZctA1KwrR7gKO8byzbV,Kristin Wilkinson,[],36,2
634,6fGOMRv76BanaozCp1ekO1,Toshiyuki Honda,"['anime score', 'japanese jazz']",2164,20
635,0kdjTXFwhF9w9Cuscbgccu,Richard Tognetti,['violin'],2740,42
636,5l2EAkfckNPYZbEDbQtEkO,Pete Yorn,['new jersey indie'],86845,41
637,3vAPM1qiCuClMH5DNbAgtC,Jule Styne,[],1867,36
638,3Q9ujIlmpnUtIQ5aFOVkhJ,Marco D'Ambrosio,['anime score'],65,0
639,5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,"['dance pop', 'pop', 'pop rap']",2696974,75
640,25mt4qPRJnpYLiVbJU3eMc,Jerry Sasis Milindavanij,[],0,0
641,2cMd54R3U87BkD8lXuxK9p,John Rowley,[],11,0
642,4hUmsYcvD8C5zuVSP93jb1,Miki Matsubara,['classic city pop'],391310,58
643,5LZ894xYE9MG1sal0gjt5L,Anupam Roy,"['filmi', 'hindi indie', 'indian singer-songwriter', 'kolkata indie', 'west bengali pop']",1486622,52
644,5D1g6LDYxTU0pSVX8Vtm1h,Lee Ji Soo,['korean instrumental'],5215,20
645,5LAFSMKY4RMw192jHeaBRi,Johnny Lee Schell,[],54,5
646,6110MUz3nuwXvj7jcO3C4d,Oliver Kraus,[],40,0
647,5aqE795paPznRZhiE5XXpT,DJ Spank,['slovak hip hop'],378,8
648,1t9m1YUfnEk7fV6haZkaPJ,Jeff Grace,['soundtrack'],1627,16
649,5fYFaGbNGtEW9Ip1oCMHyH,Lee Holdridge,['classic soundtrack'],1782,30
650,1nDqTUspmq8IXhcEZT93iq,Lee Ritenour,"['jazz funk', 'jazz fusion', 'jazz guitar', 'smooth jazz', 'yacht rock']",162979,44
651,6lnID4xfUdGEUG0Pz6A4eF,Josef Tuulse,['nordic soundtrack'],108,0
652,5xU5WPqHNoAyn66oWp2k8R,Joseph Mullendore,[],213,0
653,3zUCHzvbTmCOZoY750yHPB,Robert Lopez,['show tunes'],2668,45
654,42jib4U61S4jhzSKg4v5Bi,Artie Butler,[],58,0
655,2fZXhf2EEqBqjVfJbkF2Wq,John Bisharat,[],38,0
656,2o6Pj478mXZrEZbEFnAbXp,Ren Lockhart,['background piano'],96,49
657,017Mnnax6itfEXV1dzFE1E,Christopher Bowen,[],33,0
658,4N5FsGr3iR7PHIyP8lVsKp,David Long,['oceania soundtrack'],197,21
659,6Hyx8wavOlTs3FRHa7H4uV,Michael Jayston,['reading'],102,0
660,2Uz58cSxlJgefDaSikxYQ7,Thomas Dolby,"['new romantic', 'new wave', 'new wave pop', 'steampunk', 'synthpop', 'zolo']",162716,40
661,24CzPFC4y3bM4AkUnZfuAU,Karra,"['la pop', 'pop edm']",28506,52
662,0oea1hwGMfUxZbLxJc1XUN,Peter Tosh,"['reggae', 'roots reggae']",1066177,52
663,7r6hIa4cwxNbzOWxEkHti4,Serge Besset,[],127,4
664,5BwMgvRwlq61SmknvsVIQj,Rubén Blades,"['latin jazz', 'salsa', 'tipico', 'tropical']",1541458,60
665,38Pnit0Fc53HsZTfkQm5H9,Taro Iwashiro,"['anime score', 'japanese soundtrack']",7312,21
666,0zWHBQv6knnmZSovIvl6b1,Nathan Johnson,['soundtrack'],5343,38
667,635QWlHZJK2tyDEadZc6TF,Malcolm Young,[],1843,9
668,3AIYyng1ByLhJC6TimwJJV,Harry Teardrop,['nyc pop'],7837,22
669,4tzrfkA5KKzxBviofyAPiP,Neil Smith,['deep italo disco'],157,22
670,0fTp9FvQOAKq2RIkDY81yC,Cynthia Millar,['laboratorio'],51,3
671,7jBJcoFeQkHaqrJBIZsd5h,Antonio Pinto,['latin soundtrack'],15582,48
672,3uSmhBDXaeXUkcB1vaKuAh,Arthur B. Rubinstein,[],133,0
673,6KPZdIKkPRdMB7MZIjgLn5,Nadeem Akhtar,[],52,9
674,4uo2IxaGHatvKyDHchy3Ss,David Schommer,[],40,1
675,4Lx6uOxQ4XKD1ljjST8NTD,Ludovic Bource,['french soundtrack'],4596,20
676,25xSt7kZe5CrdbPWZKBuNU,Jérôme COULLET,[],40,5
677,5FlcoHPHoy7NoSQkrXPxqM,Raiomond Mirza,[],121,4
678,30gZlVVUt3gwNXlLorZjuq,Rocco,['bedroom r&b'],161967,54
679,3SP1erst3IDfntKJsTrZd6,Jason Schwartzmann,[],94,25
680,2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,"['art pop', 'baroque pop', 'brooklyn indie', 'indie rock', 'neo-synthpop', 'new weird america']",851852,53
681,5QdS83aNvQzKgj43VTdY8d,Jaques Morelenbaum,[],6596,45
682,3g42bvWbvi723weXdEiROz,David Munrow,"['medieval', 'recorder']",3433,25
683,4TW4xtN49X8S1uLhbVGenX,John Leipold,[],1,1
684,0bzGPa4FNUKVo6CE78yFXW,Glenn Gregory,[],234,7
685,5RWq9Ntv2Th0jhmfxRbNX9,Guy Zerafa,[],34,0
686,4epy8uB6icBmTU3VoMwVzG,Manos Hadjidakis,"['bouzouki', 'classic greek pop', 'greek contemporary classical', 'neo kyma']",57184,38
687,0dYkMe3wK29DulSa0uR8Rq,Rickie Lee Jones,"['folk', 'singer-songwriter']",191718,42
688,4SRa1GAIUaHyIewJTmBs03,Jasper Randall,[],285,36
689,35licOraLwFvg47vrdA5XM,Elizabeth Drake,[],31,2
690,63sQk8nGENJKnYF4PsPifa,Christopher L. Stone,[],42,1
691,0z9s3P5vCzKcUBSxgBDyLU,Jonny Greenwood,"['british contemporary classical', 'british soundtrack', 'compositional ambient']",161377,43
692,0u1uHJFMfJOt7u250hZdMF,Peter Dasent,[],82,0
693,72UHy1aUed3uIQmH90XjFN,Randy Scruggs,[],499,22
694,3Ia5S5H9yoQpc9Hqy0cqAU,Alan Howarth,['horror synth'],7835,35
695,01S6wVdDZz8G8zcRvNzVTL,Philip Miller,[],572,17
696,6kaueP97pX7WZoOwF8XsI2,Susumu Hirasawa,"['anime score', 'japanese alternative pop', 'japanese electropop', 'japanese soundtrack']",132519,43
697,59anaByvXzNMoMCF2zRsex,Alleppey Ranganath,[],219,0
698,5aywMK7SPZ9nj7dvqBEqsg,Haim Saban,[],420,8
699,1IWw16eaRlF2HX7vVWTJjb,Alana Puig,[],4,34
700,7rnGpkRXprZHH7rwKwEMy2,Danny B. Harvey,[],1763,29
701,6gJmFSPb5t2FGmP2gOVUcI,Matthieu Chabrol,[],4,0
702,02byKbTE2ZyrjUjT6uiTc0,Alexander Rudd,['british soundtrack'],307,9
703,7zUlKWxSKFyQSViyUgpRuj,William Kraft,[],168,2
704,49Z0tGEtJvep2xDSBMTnXW,Bob Wright,[],9,1
705,4jALixMl72UaFX4mFrbVqj,Joe Renzetti,['horror synth'],213,2
706,1YTe4dNIoWX3iHX8H4xVeM,Jerry Garcia Band,"['jam band', 'southern rock']",175252,41
707,6rrwIOOzyvn76SDbkxjIjS,Cole Porter,['tin pan alley'],138087,37
708,6EPQnjvKARYvxsQJUDbgNc,William Anthony,[],149,11
709,2zjRXs7K7M4DfHLUOYr4CQ,Sajid Ali Khan,[],3,0
710,4WEzrpTaQoDpZtTZpMDdg2,Frank Strangio,[],40,0
711,7jBJcoFeQkHaqrJBIZsd5h,Antonio Pinto,['latin soundtrack'],15582,48
712,070XD1G6BHX4lJBc5mQ26g,Mark Peskanov,[],11,1
713,4XVxeuUkJRiCYJYdqRpwab,Stewart Copeland,['rock drums'],16693,30
714,6oZBHjSnGtNeGGwkMV8zQv,Adam Anders,[],45,5
715,0TeVWuc8Sw05X4Qkl3AA5r,Joe Henry,"['alternative country', 'roots rock']",22826,33
716,0siCFr3LMRwI3Svy2gekUj,Daniel Joseph Baker,[],51,0
717,0x18ovS0dAzgGlZOWuc52W,Richard Rodney Bennett,"['classic soundtrack', 'light music']",1438,20
718,3KLA7mvD10XxcjRbo3uTdB,Christopher Drake,"['scorecore', 'soundtrack', 'video game music']",13154,34
719,6qvVoPGEqNCyYSjYCgfV1v,Choi Yuree,['korean singer-songwriter'],27139,44
720,6N0EyzkEpHHJQUppp6dxov,Michael Lloyd,[],293,5
721,39u6Bl8CfMjzqKVaM3JsTJ,Niall Byrne,[],3553,45
722,0cM9EbovGFwSQlWjgHmdGd,Nick Glennie-Smith,"['british soundtrack', 'soundtrack']",8377,40
723,6iuM8yp1x2N0l6SONhyq4b,Ramblin' Jack Elliott,"['american folk revival', 'folk', 'traditional folk']",31704,32
724,3wueKF9YNupBFRjQfWoyAc,Steve Hunter,[],1688,19
725,0dAQpobly61mT1vgaDSzKy,Hiroshi Miyagawa,[],367,16
726,3M8NUieZuEOMs0Hf210w4n,Van Dyke Parks,"['art pop', 'baroque pop']",18870,25
727,11jgfT0uE4MmY8YDOVwlg0,Cho Sung Woo,[],973,15
728,2jNCdBMbFov3WEHPcNle3S,Rob Cairns,[],178,14
729,3KU1AfZx4oZpivQf4fCgAA,Elton Aispuro,[],197,5
730,4r6DXcqtllstKwEx3ndKMj,Danny Kaye,"['adult standards', 'comic', 'lounge', 'swing', 'tin pan alley']",42575,43
731,4A5NGno1SttXk4vB4SLGHo,Marc Shaiman,"['classic soundtrack', 'deep soundtrack']",4433,36
732,3WbzTd7VEuV962sPmoyVHW,Frederic Talgorn,"['deep soundtrack', 'french soundtrack']",423,7
733,5q0RqKmJ3epPD6k1emzC5F,Werner R. Heymann,[],94,7
734,2YF8oM4cDvaP7tCpe4KQvi,Shigeru Umebayashi,['japanese soundtrack'],47007,43
735,3kd5QEBANOWwymbZwmQ3uT,Buck Sanders,[],590,30
736,7qRvLAMvfoiO9dKpIgzwY9,George Duning,['classic soundtrack'],903,10
737,3mvkWMe6swnknwscwvGCHO,Amon Tobin,"['electronica', 'intelligent dance music', 'jazztronica', 'trip hop']",247021,42
738,6FY8XKyOZE05FV7aGjqgmF,Pieter Bourke,[],840,25
739,1FfiBHnnVZ6WWtUNF5KCWk,Thomas Wander,['soundtrack'],1515,43
740,0Lvf7cJgPWbp8pJIqEUxtw,Terry Plumeri,[],36,0
741,5Qp8E4Iq5NMj4hCYCoGhzs,Howard Jackson,[],6,0
742,0ZylYjRTJOS3g8uBe8AMji,Tim McIntire,[],107,0
743,0KkJoXozXmbRdmpy7zCmYA,William Grant Still,"['african-american classical', 'american modern classical', 'early modern classical', 'harlem renaissance']",6924,41
744,0Y0jPl2XscwAtv7FFpNyll,Sergio de la puente,[],883,11
745,6hkch2KhRl0tywpeVK5xR5,Jonathan Richman,"['lo-fi', 'protopunk', 'singer-songwriter']",87315,40
746,2iW0VGQQuXwtQISqnacZCB,Alfonso Vilallonga,[],456,0
747,4Fgf6RvuWpiwDXSE7Vammx,George Martin,['beatlesque'],90695,63
748,2IUtwMti1OiT3lkW6RubgH,K. S. Chithra,['filmi'],5480741,73
749,0R7TVEhwF9mlX4rHlVaTzU,Amjad Jomaa,"['arab pop', 'syrian pop']",310384,35
750,33x1lhHZvtpjJi8Q3OTCTh,Elik Álvarez,[],39,0
751,4HgbTMRFKqrHf3RCb3o7BN,Jorge Arriagada,"['deep soundtrack', 'latin soundtrack']",363,2
752,0gDsjq3Se2YgMBdiJ88j06,Jocelyn Pook,['british soundtrack'],31549,37
753,30D8WUlChFU1C5gaoth1aT,Ryan Beveridge,[],43,0
754,0x8J72N9ilqcIZbWEKB8T2,Mychael Danna,"['canadian soundtrack', 'soundtrack']",27198,51
755,2sO8Z8WJPulhQv6XVo4azv,Cesar Rosas,[],456,21
756,0oRI0KSpDA8ioSKNSDkCKl,Nando,[],379,32
757,6hpDlOvqsnIxrPegGTWVY1,Shantanu Moitra,"['filmi', 'modern bollywood']",570162,39
758,2c611LmH4IBVZJ8pPLA2WG,Bapi,[],95,14
759,5c4GpjdCz1sT3LHmvdIMxa,Gerard Carbonara,[],12,1
760,5KvAuLwGC3aEKHnYjYDtV0,Joel Douek,['british soundtrack'],160,0
761,3pUWmkSef9vJOPDViYGZ5L,Tonino Baliardo,['flamenco guitar'],2175,50
762,1liZxHhIHGMKRPV0Fdy4a5,Bruce Roberts,"['deep soft rock', 'yacht rock']",999,7
763,2dtCpawBj506evNIcj9a8M,Manuel Alejandro,[],1522,15
764,5aWouTi2VKSnjvdhSRoAEB,David Manning,[],16,0
765,7gpGDiG5hqClXbeHCGcBzs,Jessica de Rooij,[],251,10
766,1tEQRNafUdgHRCMICnFgz2,Byeong Woo Lee,[],2132,6
767,6DvlemMOlMH6VD9tB7BPRf,Tom MacDonald,"['bc underground hip hop', 'country rap', 'maga rap']",1449139,62
768,5CxPEUGpGAlwAMeyUFlXkg,David Nichtern,[],672,9
769,1ernhfFxWn8vUKDmj2jxVS,Franco Piersanti,"['deep soundtrack', 'italian soundtrack']",1440,14
770,31rgljsVrzeRFFnJXOYq5J,Peter Sculthorpe,"['australian classical', 'contemporary classical']",1895,38
771,4IT9wMkSE5pUHRYTX86y4B,Lech Makowiecki,[],307,10
772,1BfgVctke9PP5LJDIWrUxC,Harold Payne,[],152,1
773,59w6POLuDPBBzkjKLG1SC2,Marty Paich & His Orchestra,"[""man's orchestra""]",104,25
774,1W42coQfIlt6btgqpfJWYQ,Patrick Doyle,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",82340,54
775,0qPfO5FCAsfqK3pgqBSAJR,Fred Mollin,['piano cover'],4912,58
776,571MZ41OAhLQwOHzW6XfRb,Praga Khan,"['hardcore techno', 'new beat']",10459,25
777,5Tv639Ci8CQgEWSQOdg31f,Gene De Paul,[],111,4
778,6MerhqnpjjeEbjZydltdlS,Lucas Vidal,['latin soundtrack'],6607,22
779,6x0CkTkKLFeSJCPo9rZMDG,Craig Bradford,[],2,0
780,3IkOQ9gUhpzBxIx08XOCxD,Marco Werba,['italian soundtrack'],2610,6
781,72ZEnTn1vD4hXxydUIz0oP,Christopher Tyng,[],4523,31
782,36Lu9xwfrDMr7g1KNrwp0a,Cong Su,"['chinese classical', 'chinese soundtrack']",67,2
783,0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']",2476266,60
784,0TXK10MEUmsJGH4lMosMiT,Richard Band,['classic soundtrack'],3724,17
785,1ueuyfjQwbrGd2xWbvQUtw,Anand Chitragupta Shrivastava,[],3,24
786,2yIeZ9bWYrVcLFKF93a1wv,David Baerwald,[],2733,15
787,1orYvSnckUbc1jCwgeJ7cW,Patrick Cassidy,[],6259,34
788,5uIsAGdhVwyi5n2HAvlyk9,Roger Neill,[],1618,23
789,1xtlw65zcOTOnnW67c3v6w,Paul Gilreath,[],282,10
790,2EExdpjU4SK3xnJHO5paJf,Henry Mancini,"['adult standards', 'classic soundtrack', 'easy listening']",189961,53
791,2k0JFy1VWEwz3iFxFIF8zd,Theo Green,[],23,0
792,5lTaBMjp9Hv1bGMt4pT2tr,David Carbonara,[],4470,26
793,2ysZkdT4RS1FePKkpQ0rKC,Christopher Gordon,['deep soundtrack'],1856,26
794,32vWCbZh0xZ4o9gkz4PsEU,Dolly Parton,"['classic country pop', 'country', 'country dawn']",2316476,72
795,6Zm9gLvGEm8y4yeEZ3C0qq,Bernd Wendlandt,[],6,4
796,53WhdCeDLdts3GL885jALG,Jayesh Gandhi,[],9969,40
797,0m2Wc2gfNUWaAuBK7URPIJ,Bono,[],52245,49
798,3HqN7Sq7rmpOEI9UV5ERuz,Victor Young,['classic soundtrack'],4499,29
799,3CneYb5exy4KOtvCCrozDD,Kristen Anderson-Lopez,['movie tunes'],13730,45
800,4i8Y65l2i3hswgvidhzSp1,Don Peake,[],93,0
801,2lp225d2g9UWyBXtEFclwl,William Gossard,['instrumental lullaby'],132,44
802,2LmyJyCF5V1eQyvHgJNbTn,Leonard Bernstein,"['american modern classical', 'classical', 'classical performance', 'orchestral performance']",203209,59
803,6gHYtzSvIIWvoUY2q2V3Rj,Justin Caine Burnett,[],98,1
804,4zMX9gWf1DKhvsYHUCbBF7,T Bone Burnett,['roots rock'],30594,24
805,1dDZTSkKTjksBy9tfsf9ob,David Newman,['soundtrack'],5119,33
806,7jKXOdXsnGlfV89KhEjZJY,Benh Zeitlin,[],3382,25
807,48zbrna9LumKkVtfbSHLmO,William Anderson,[],67,6
808,1BxqJ6pOCi8mkSjCbFYjpW,Harry Gregson-Williams,"['british soundtrack', 'orchestral soundtrack', 'soundtrack']",125615,55
809,3QcGV278a6mmLRTOK29WBP,Robby Benson,['movie tunes'],2800,40
810,133I1RKGwL9sKnxHPaXZMc,Renzo Rossellini,[],19,0
811,57ziOSBD3x0PhVbl7MXTgI,Gautier Capuçon,['classical cello'],27729,51
812,7H6sziUg6YjKlef45qOv8h,Graeme Revell,"['oceania soundtrack', 'soundtrack']",14426,29
813,2fNzq2CUYlSewJPMKERyX2,Lee Scott,['uk alternative hip hop'],18803,36
814,3BgyIfwJUZe8tE62jRURF3,Frank De Vol,[],417,4
815,2t2HunwIt8nL4PGmpsge3s,H. Scott Salinas,['soundtrack'],1000,20
816,2l8NfsHSrQV6cwfJrGqqDm,Bruce Broughton,"['classic soundtrack', 'soundtrack']",5205,43
817,4FaBmP30QiO2lXc3yyuqrV,Shahzad Ismaily,[],1531,24
818,2U05UeRAtsDm5OKkKTKZsy,Mladen Milićević,['yugoslav new wave'],37,0
819,6xyugbL8bJfhyq4M8B5KPw,Erin O'Hara,[],33,0
820,0SbSDzM4X41hnlURed0fcV,Carter Burwell,['soundtrack'],71283,49
821,4hWcMRvj1ms43P4zMGKswX,François-Eudes Chanfrault,['french soundtrack'],273,0
822,2DgtBuy8T9WYC9s50r80Fr,Abdul Basit Abdul Samad,['quran'],35254,24
823,4XUkCIS8otulGNjKrtRar7,Carlo Siliotto,['deep soundtrack'],2805,28
824,1l7aiSjBGkQiyTuQYTigAP,Nellee Hooper,[],1416,34
825,0K5xdhXrFkk89vbXajTnp0,Gary Stockdale,[],18,1
826,5bdsTMjZU0axjsHM56hNXO,Dirk Reichardt,[],1337,23
827,3eFo5fMv53RYZBYlvT5Z6a,Chris Botti,"['jazz trumpet', 'smooth jazz']",152853,52
828,3yn8Rsrzmf05bVkrQtl420,Dejan Sparavalo,[],623,24
829,0Sz83SwfLF1LCcCYHnvN5y,Bernardo Bonezzi,['latin soundtrack'],958,8
830,1oUuH30g2qiyZGBPvHI8iE,Billy Barberis,[],0,1
831,2v6RW8j9DIsMCGvWd2C19H,Mason Daring,[],266,13
832,120BYkgpfaNSEGDZIe7Ayq,Georgia Hubley,[],31,0
833,2mLKLPggEkb0DWoFQyKrzb,Steele Daniels Louis & Hall,[],9,0
834,4P7BThwVcmxeFdYRi4VgrZ,Buxton Orr,[],70,0
835,2OVqg3lxC8ZIf0vHcEqaCf,Cliff Martinez,['soundtrack'],60588,41
836,5ItDBMx9bvRNSllEsAhqwL,Red Neptune,[],677,58
837,4UXJsSlnKd7ltsrHebV79Q,Nick Cave & The Bad Seeds,"['alternative rock', 'chamber pop', 'permanent wave', 'singer-songwriter']",1336243,60
838,7HCqGPJcQTyGJ2yqntbuyr,Amit Trivedi,"['filmi', 'modern bollywood']",8528588,66
839,5zeZR7BkIx6Pnc50nIglaX,Michał Lorenc,[],7962,26
840,6BoLqGW2NuMvgHqiDbyfOC,Krzysztof Komeda,['polish jazz'],22681,27
841,3KC0ek7g2xpRg2ET1gn2nv,Dave Davies,['british blues'],8872,18
842,32WBnVY493CP5Xktj4QYfl,Elliot Lawrence,[],137,13
843,3ijULZP2kn2VBIe9LdbzNY,Michel Corriveau,['canadian soundtrack'],148,2
844,0v0GzmfGw8mSjDlEOCxgUa,Ludus Tonalis Ensemble,[],4,0
845,7tHd518aPjJYUgyv9bidBz,Judy Kuhn,['movie tunes'],30724,51
846,0YlVj1RXPm91QRthMLFiqD,David Wittman,[],41,3
847,5quQGOsfurOeuoG2poNT2e,Mischa Spoliansky,[],401,13
848,077eXvvPhiwSn9Qc9TvCRk,Rick Wentworth,[],78,16
849,7FW2qwsY0zLV9GppWatQ5P,Lowswimmer,['modern indie folk'],12617,59
850,3Wa4DVeRoNar4xRrCogMGA,JIM GOODWIN,[],7,0
851,3iTsJGG39nMg9YiolUgLMQ,Morrissey,"['madchester', 'new wave', 'permanent wave', 'solo wave']",1055048,56
852,0KyneALsIYueP5XYSJw2hr,Blind James Campbell,[],130,0
853,4ihg7n39kgfoEuK5avJYhP,Graham Preskett,[],388,17
854,1LiH79EXzcaMRJGoj45Iyw,Gingger Shankar,['bow pop'],738,5
855,2daDqAvmOL9Uxwv0cGvLXv,Harman Hundal,['punjabi pop'],92369,46
856,3F3rZzKrKFGI2A7PpGAAQa,Gordy Haab,['video game music'],2891,34
857,3KNF7KtqZcJHvDcjwy4SiB,Joel Hirschhorn,[],263,11
858,45F5Ue9KSHAtp7aE85zlsW,Tom Rowlands,[],1777,13
859,41jWIDNVrrExspt3vKpe7H,Won Il,[],22,0
860,3yS84AjNFqhmuJlIXy7sax,Laxmikant–Pyarelal,"['classic bollywood', 'filmi']",398606,62
861,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,"['dance pop', 'pop']",4330260,76
862,7JvctwPdQziY0UlEy32OnS,Kevin Peek,[],263,3
863,4rUMZjDiYilkBk8vc5WMZC,Debbie Wiseman,['british soundtrack'],5312,28
864,4M9hMIHXYWWifFCRIXkDzZ,Blair Aaronson,[],0,0
865,5Q2nBzXfyXGIEf8KpHqeHn,Vince DiCola,[],23409,45
866,1lJoWWtbloeRGJFGei5UZe,Michael Gore,[],599,15
867,5xXESmX7xXZbl5n2IcVz0x,Jim Farmer,[],21,0
868,18oYqNtcLUHrqO7LfX7qni,Nicholas Britell,"['orchestral soundtrack', 'soundtrack']",110788,60
869,29walRLKlG7M9KUGnhYkDw,John Massari,[],1078,20
870,368D5z9ss7RDEBmdDU94ig,Paul Englishby,[],1500,23
871,5xk0kRuXn1zToTHpHAqpui,Joseph Williams,['movie tunes'],15382,52
872,1MmLG6cDLevJ6btFC57wuw,Eddie,[],50916,38
873,02w9TPk9P9IcWQVTme2CRQ,Guy Michelmore,['british soundtrack'],1045,1
874,5VeBbPzElOgdgevTlSgdf9,Adrian Johnston,['british soundtrack'],1712,33
875,0SPl1471EOdKn6IrGP3Jwx,Gavin Friday,[],7102,26
876,0VxdrI62UtWezqGNnbprkt,Bengt Palmers,[],1266,17
877,4fvlcfNCJlvOwe4rhUhlPv,Pascal Amoyel,['french classical piano'],714,40
878,3i9hP422d2KMjaupTzBNVS,The Spencer Davis Group,"['british blues', 'british invasion', 'protopunk']",281212,47
879,4fc4xJVKj8IKgfermwSuBt,Christian Basso,[],2697,40
880,2yKmxk6HYQNEr93j9VFJbK,Juan Valentin,"['mariachi', 'ranchera']",82890,38
881,2Tt1g22btY3VVo59ADxnKK,Jimmy Van Heusen,[],695,17
882,3ODCTTDuJFmDnSaZ9VpuxB,Kevin Kliesch,[],1100,6
883,56Uh24pE1zkKjKNPuhXHUa,Edmund Choi,[],39,4
884,0AOlX0H3LdVzN3JvuMPjem,Andrew Hollander,[],205,16
885,7gWXZhxHMBzwaBWqGVLDkL,Freddy Sheinfeld,[],85,9
886,4XbEtxj5AxINGaASuk3KD6,Raphael Beaudon,[],11770,22
887,6lB8vOoI4DRrrVxXwuV19c,Mike Perry,"['pop dance', 'swedish tropical house']",1532204,61
888,46c50yWMo9wiTgVe1VxBbQ,Brian Kelley,['modern country pop'],24599,50
889,6GM2SPzOY4zczjrHxI8RgR,Yuri Poteenko,[],95,7
890,0hAs2RSnYnm1XHcpyK0dAP,Aleš Březina,[],81,26
891,5IZvXM7XkysHxK1PAlsa8Y,John Dankworth,[],1187,7
892,7aXWrnm0b8kKzTTgzublaZ,Leigh Harline,['movie tunes'],3359,33
893,7MlrqShwBuHbkK2UsFIzuW,Paul Intson,"['canadian soundtrack', 'deep soundtrack']",349,2
894,3qmhckRq6120AxwT6aYeAr,Roy Hay,[],4,0
895,0hW1muryuCdZLfjoLrUhnw,Yoon Jong Shin,['korean pop'],65997,39
896,6di2gceFdZEKOCtNzIGRyr,Luciano Micheletti,[],99,7
897,0dZaFaggaLMwGbMrO39KJJ,天門,[],3346,31
898,7IL5hGayYCP22e908cdChk,Fred Steiner,['classic soundtrack'],1258,11
899,6etQVH9clu5qqgKUBy3HVi,Marco Antônio Guimarães,['brazilian classical'],874,11
900,2A09V0kHlETOFfT8Hz8oba,Joe Strummer,['solo wave'],96475,42
