,movie_name,release_date,movie_revenue,composer_name,album_id,track_ids
381,"Good Boy, Bad Boy",2007,4400000.0,Himesh Reshammiya,1beu2tEsXYrzdOSVmJXN22,"['7g5S2mzoJph1q7UgtxNbv4', '5rQffQC8vwgSOfmDeOCvEg', '7pGum22ty8eSO40Z309S7r', '4BAxtsSbDWU5wg9SiXaXLn', '1lWeFuSH1BIPPLlUIvc7V1', '5Z3yiiZTKJ8UpMSLZ7IQeR', '74oujHZ9Yh3FVlhPFGM8iZ', '2o7iDH9nKyh9cJGLnkZAyQ']"
382,Vaah! Life Ho Toh Aisi!,2005,4308390.0,Himesh Reshammiya,2pC19VoBEvkmLhvyxrj69U,"['0YIgKRWvnD0e0rg2HpQ1BQ', '0YderSJyjhro6Jzd5U41Jt', '6zYUAhqQ1uzkYCONion2Vr', '7fYTnevOlwPpxF8J5Piahw', '5lv1B5qasA9m6I9GO6Pbll', '5utYkhxKzaERE4iFkWXRMZ', '3ON7vpdo0Kg7escpqUmwhx', '0MQDRVVRykDON3pWxILT1z']"
383,Bandhan,1998,1700000.0,Himesh Reshammiya,7wwrNS4qdS0rd5Acrorbut,"['0qiNtnzbycpw5VUiFtJqyp', '5Fz8RS6z0f25dIIPCgf1PU', '4ngmtAROXtl8aJ9qfZLfV5', '76Lm72oHhy1kfcD64yPnea', '3NWeOSz6pR4edILz4BfJJd', '0dsyeE7rh6NK5fAuWDUebN', '0paGi2l70syuRxNXarVWpp']"
384,Bol Bachchan,2012,17.0,Himesh Reshammiya,3nqldG5HJrgiozdu5Wj3mN,"['2l4jNaGkJZth1nMmRm5Mrw', '4AAvXkm29HYs33xt9GgCkD', '2UxoM5vASUmjcNpJPyn5A3', '3Y5hqtOotRTVZYoJ2LUrHN', '1OXL1Qwf4soeg0YvEoKCVv', '7pn9H6z1lPwpljnksLjqV1', '3kN8ZsAjdDLKdESBq9iqvD', '51xPUf3HUp7JrA9vBWdlcb']"
385,The Wizard of Oz,1939,3017000.0,Herbert Stothart,2KzyelryS6nT7x2vDOxPlF,"['2nRDap656T7m9NfOqRWmBL', '1zzJOF5gOMXzqoUCbOg4JE', '5N1CMYsCd0Bf2wOsmnnSzo', '5RPIkm54K6ffzeNZP4bihv', '65ybLSLJJ8zSbu2VmRVvOu', '2Ml6xmB60AgKeDVmqkoBi7', '4maOOupWP90I0dXFU9m81b', '5x09KVXwZy3mlcnuINBppU', '3WPJDNyCKbPc7u0xXC3Grd', '5qD8N9wgJ0ljWNvg0Be5yr', '7zhfCPO28DolprDzfFNw26', '3u1kzZDhLWcEUStBoA3PcM', '5z9NapDPfgsH9aD1MzXLPR', '7MACpNaoNCn90HVt7Cu3ge', '44MVKGPHt2N0Ejb3VfbxCD', '5xWOInKudeU9CAMXxwT3B4', '6oLULs5VNLhoI5z0elBkip', '1i6plbT9FDIGw95vfDhibg', '1znTQf2WBHq2WP8yAz8BFJ', '1NFsvsr6YDJkVsTeKGQoVC']"
386,The Secret of Moonacre,2008,7070330.0,Christian Henson,65AZaxt9GwIHoAzVmrMWIV,"['04hOBTXtH5uH3vt43WuKqv', '7iGahQnEI313RZlaI60mgl', '0qukIodV4bclTCcN9KvYpi', '72Gpi95L700KE5s4V3VwHd', '0G19qgXzruEfnhNshZXKEN', '6UPGTyg2GjGGr8zBs9YexP', '6cF2gn0HFlHwiF9bFDR8OP', '4kdbPBk1yXZ4Y8rY3ZiXuj', '2TAgMvtwtc4Sz8xUCe6Etz', '11Zqy4XX6hMKOGRuQq4O8S', '5PS91Onl77QzJC7ksmQ54X', '3m7YluWNNNaXycJlhxMij3', '4hFVeysrbww2RcZDWrbK99', '3E9z5vmKNJ6x8XqPhTQaar', '4Ai1OZlb87T7Buop8lfAhV', '0rGcBqX3i3VDpwM9vEz7ap', '1eBU4x0ORBPclYrpo7eieI', '2QDrIFiSx9Bt2l9FocwM5F', '67o5Ie4A8duyAJRMhbVbyI', '5J87HnVL5htJiuCYDwCoUX']"
387,The Devil's Double,2011,4807493.0,Christian Henson,5hMVYboRjZVMbNtrb4MF82,"['3Vqfa4TwvIxOhDKTiznhnt', '2d0TS4zTpVKFKhRTsWSLtT', '1ghYnHE0nnLO1clEzAnIVX', '0w2AmuLv0Z6C6azhKtzdMV', '1ZUXuxtDqFvYG30amfhxlH', '2JgBwEFvjUTooKRsazynrU', '7te2TegZyIgFjPmpZjKVzY', '0FI3TDdQAqgDHynvf9Bgl5', '4lLDsRcQl9So1ubzlUVWSg', '6O0teEUzCk4369aHyCbbFP', '4CQbPyCZxUPw8EMrmlqorx', '2gL26lRAEyeByXQpmz98LB', '33HJEy3vgespSq2r1KwBsB', '72XSe5uZPYIsBNDXlh33fB', '3X9KrAjLFPN3OukSZqaduW', '69TgwzG2SvxCWrOumrFXvH', '6evUeKBWyqlJwiGSsSzHp3', '5QBRZQYxRbKDZ8JcHStd2a', '5TJYU32oUxgd8N4ZSrUH6m', '2APgklHQA07ytM7lhX0s3T']"
388,Triangle,2009,1594955.0,Christian Henson,4sZBqaGH07vnrJ3DtoTmbj,"['4Kv5nvXsZ8HGdUwGvl4rrA', '21f5tzu60Z9VdPAl7oSrpw', '3eNAU4xCTAH7IPc8pZl9VQ', '1vgjEuabitMohEO8ULDV18', '5I1ZBI6WcdLD15UTOYN4kx', '5dgzIUsbg9q7123m4fqFo3', '7FvQ1HizaNRS6EPc9Zf3Hx', '4vHlHicblrlmyZ9O0oYDuw', '1x452MboaYJUxpxAdejREs', '2c11BWoXYMcnNac18RJgwj', '3qma3u60Gz8Ez8YmJhkSS3', '0h1E4EFgFy3xc6TRy16jNP', '0cyGDxxZF5EziLiQVP7Hpg', '1nKc80gwALB0XU6TeZyohu', '0t9lkhzwcdZ1RGGNhTsbQE', '5QSk4Z1lNzjA0dUtdRxVhj', '5XgOoMlGUGHfUhyJavbicv', '5BJo7OPG43DYmmCqd3N0bO', '6jZI8ibsyeG4u8OMemb4X9', '7Jp9w3lT8sXA1JWDg5kw53']"
389,The Yellow Rolls-Royce,1964,5400000.0,Riz Ortolani,6C4Sjqz7fHXH5RtNYs0ADN,"['2XlDAEAe4gTPQ8lLyO3Pox', '0vObpK5iEwMDgWAOk5Mq9V', '7e6DauQ0LdF0iEEIj8HiWM', '1T9IFBmJEGIrTVDTgEhQc4', '7uXPHrqxYCxjKZ1zOHrbbH', '1n9QjkjrHZrEDt1U79Veo7', '4T5tAjMnuGun2t3DYfeAB3', '5sW3N55ZbLzficyRxC7V7s', '5577uXmIT4ZgqBYQzbZude', '69QgHuqeUHaie2RrdNZOg0', '0rhzr5jU7MS7LqRHFwbhea', '0v2oZi6Mk4ICpIouI4Ar3y', '2SbVo0IKJtVfcGPKiZvpX7']"
390,Iron Sky,2012,10109659.0,Laibach,7vnGwxpB7bmazOV4wxauCn,"['6nRADCgAHes3j4WR2sDDFo', '0N4jAk4HpGL5qQG70NLV9h', '633n9kyA0laXcrHgJsxYgD', '74Bjbki73dqSSnJNGgVtI7', '0CLqgOpTqRB1esCzH2NMbD', '0WrsMgDpdGEVc1XsMLvSmp', '3XBOBuvUUH23j78IP2CPcs', '2UAD124HNrXluTfahqVr9c', '72YndaAeGRaFXeMvzKUyzk', '5azQyK47PmB4gVTA5uNzQV', '28MkhmQYNX5JqPSQkpwE7I', '31G1wnBBPaxuZ7OQyH71Co', '5QK979C1tT4AJjrdRKNFsN', '2vyU5Lunto7QLeMUiCg3FE', '6oQhUJUUeqjdAsyt3KfMGK', '4wxFcfM43bgoLS4w16Vz79', '4yjKa8jNT2vo03VMpoWeHL', '4d4kpw0zinpxtXgTwesG4V', '489mr3RPojtj2WHjQQT1kH', '5g6xxY9AbCHWhcWf3j8xQq']"
391,Philadelphia Experiment II,1993,2970.0,Gerald Gouriet,7EpzUNDXiDs0OJT4JERRYa,"['5Nj8kBJdpJJ4I9wxQyp8JH', '5NoenunGH53lnNdlCk8LC6', '3l5XUSCBEjwJUDniXUh6Cl', '64PA3RBEfGjE8NXgwXi6Kg', '06gasbM99VrJ1Gf8VVQ8V8', '67QwcwQcOk7ySgQ07DEJ5k', '6djFkRMFPMeAPbEvV6FdGf', '5emJg3SSb0uQ5mZTEQfbAW', '031qnPtpyM3f3kjxyAX0i9', '4VzOvhYxZJLMnXRBgBfHPw']"
392,Season of the Witch,2011,91627228.0,Atli Örvarsson,5vMgeyABHZPoFHrd4WgJv6,"['1i1gcwnIaKh8oSBSMLSgk9', '09baWWwezHLUNUTN3oto7O', '2KnLvGSogeWOw4PzHxjuXM', '3D8JUCGBJT2xCCqpuvYlTf', '0fVTKpxK4fsXTmdIQzefAK', '6uV3AEqy0OdWuNy1CpWJvL', '0LJle47HEp6reyOtS7fuwS', '2EsC2Ai4vPPZY1ktc5PlO3', '5dK8lUFWaOTWCIQUr53aE6', '08HCxaOY0m5sLq6FXnIXu9', '5LK9Anp4iaoIQ5j5mEDNtA', '7kVqJN5rlim9bxlyxWZxT1', '2lkt0fQxjplC9lLqd0T8c2', '6oMZGJD5HaE7RxtXI8yGEF', '6XtxJD0SxXPz15X7Ilv7f1', '7ta06nqtq62rQ5dKnPsGbI', '1D6dNzjTH3I4tX5UHCX1Un', '0GvfaWEnGfWLoQ5DBkXqCR', '6QvUGXmx9tP9CUPhukQ4s2', '7o7TvKGBEyLlgCzJNVSTqp']"
393,Babylon A.D.,2008,72105690.0,Atli Örvarsson,12IBxyP00LDV5XKL6THahI,"['4IqKcNrg4Hb5HjBbHbFVms', '5rJUm6TuLj7Np4JTQf8edd', '5x7MO87nx28hbCXDkoH38f', '6VYM1UcFoZy1tRhMZIT7hd', '13lgGmQ7RMooLG0RRuEi5j', '4VI2bAs7qklvKoGB7fFExL', '38tZQ2YDT40YS8O8SYZSVK', '5JhE8csgm5KVwMePxXj82E', '2DRpB78hq5kGqRxUusxrzJ', '10mYH6jCjWgMV0t60IbqSE', '45hgqsqA83APq6S3ZEPpKv', '3TIJEV7HyofgrA7SZdlOkj', '0MXW1UOd0xpZaCUQPdBonb', '6JA2T6RmLbKX45rv5e2xa4', '576eBDBY2ck6BBIJCXz36p', '0zbKFg33eFbozVxIDmGGGR', '4k6VoA6SzqcTcPPEXfQ9qa', '52zm7H1aNKB2a5TQuI2k5q', '6zQLP8x2btQi1NICZmpA7m', '0mUstRw6Xeks8VWmGOmGKw']"
394,The Fourth Kind,2009,47709193.0,Atli Örvarsson,41mgvlJdpGk4bn0TTdGIuR,"['41g8SpDFxuSsxCRcUkvwfG', '3IrWjaB50niVHbyC6bD3zQ', '4KHUfzCkYXBSQ9pSwtikma', '2HaXdfevjD1uu6DuGyOHZS', '3JI3odqKDAGbwxzKWeic4S', '0W7OSocJIApasWh6y7n3Ft', '70N6lEqrKPZ0YGZ1KudT85', '0r2F1BOr5l1ynzzODZlP1U', '7c1AuQRaDyNHpQS75WmU0j', '1o80hf4JeDpXluHlIiAZv2', '3uLIX9DxINglZaxTOVhRZm', '1q0cwpjSJHxTiTRueJk5Wo']"
395,The Eagle of the Ninth,2011,27122040.0,Atli Örvarsson,33yFgz49SvIiQDKZfXiLfu,"['7dtDzBrRTWgg3e6sKawXXX', '0uvm9UtLZjnW946yNwTR9S', '5kMZxAW2afalqA17DsMb3n', '5poLwsymUwfDCk1rue8i76', '14TXB96p9auGFl08d7lHrD', '3hPiNphNwuvyIFpCFAbRUJ', '0SzDEHv2eSY1Yznnvz236D', '1brIUcp7UyGk0YVHomx06V', '7mY2cEgQGKhr7SYPeA7csq', '0jRJplhLs5taNV8uDnh0t4', '4MCTrC7o9Zx7cfsCPElmYO', '1Bw20dV4g8yIKWMoATZKRN', '496tbf14qT1yr9Vpp7h7fK', '2r2ZhXSRjpL1jl8Ig2ajOx', '78tcTbJfetiFYwUKd46eYA', '3qO2hWcCGhQsvsVsyofiT9', '6cPN6MV2BxlgvD4zBznXWy', '1mrpryq7qEeij4pn8HKaJl']"
396,Boogie Nights,1997,43101594.0,Michael Penn,4HUntZg0YV0qCvRxmIhq2U,"['1iel07fkDmWXiUTtdX38q0', '78JAqmzSWW9SKUM6MchOrs', '2QEhVc7hg5Z5yI8UPOSRk8', '0SXwHSdLvXo6vc2vjAQ7X0', '2tAYoHaFbx6e7QOkOkAhrX', '6rrUcrhWlW3CqGYT0zxYlz', '3J10dBa9JghqiPVJgRMhsK', '2fIhWxzSB0xK90B9nDsNZl', '6EOdY7I7Xm1vPP1cyaGbWZ', '6LoSKNsYkRQbyuiReooMjG', '315sIdOIekClPo45hZBWi6', '2bXquoyGi31xo54X4SgZ3A', '3bu9wO5f0BaVHQPpobKxcr']"
397,American Teen,2008,1130270.0,Michael Penn,7hyz2UYAcRlrYjGguKoRSs,"['2ueGhqhNOwmn90kSJyBfMv', '0sLSHaxxkEYDLuzK4R0RX1', '5L5PzrcQjdJzMTmI6MjaJC', '0hhQG0GIxUdRmJbLywENTG', '5ctVXAnzjdGvw3FuiQf6sB', '6XmROfgENDtHKHjzV3oySu', '1cnm8UJEDNPP2PORKuNyTt', '4Pkk7cQqQ2m7yljvuIIctJ', '4uoHlIdVbh9x5dPkNdpY1j', '342QHBFbNBNfYKVWh173Gg', '4awoyTbD32SEgb08bqPLSx', '1WfW2DYBYTDEwahZHx8HdC', '4Ia5oOnoaXmpDl0VRa7WMt', '1PFeMzAveOerD41mxxXHfW', '0wnAHQ9s0yKOXuw4NopAcO']"
398,Skateland,2011,19411.0,Michael Penn,5KGea5kkovao5eJ4BoTKoz,"['0DCOtFbsx2woEJzXiuWD5V', '7FmltpwaCcLBbq38KceYUi', '13hOrEY1xbs4enXJBMwpSj', '0dM1wq63bgHoezbTOq5dqe', '46d62VU3Xlm97HAI2UzXfd']"
399,Dancer in the Dark,2000,45584036.0,Björk,4l3nzzqehJwW5EJb3KaNxg,"['1cgesvTA9wgm2x6a6AEjnn', '0Fou0PHPnNQnBDVytpfstY', '1YVGmFUZO1neVfwT2pjrmk', '6hR9TJeqhf4Lo7Jdng5OJq', '7lH5ywV1nCM5aLd0itZchG', '0NJoSGKrnvj3Eji1ILpPLM', '6tgLIvZaal11lbuSXv48BD']"
400,Harry Brown,2009,10309370.0,Martin Phipps,5h5pQHsqZt0unvYxCYSemj,"['47NZ1O57SkrHYh1Bc1BJkH', '0CBZiKSI0PkmDdctijxFzG', '1c4a7qWvDBP0nwTHmuke3U', '2KM7mUo8itju9aL46j7wC3', '1lrwdtgAprjHRxRpYExt01', '7EoLAZx4HVu6LgZ42t5foI', '3tEwvuVAAKFZgopiOhsZhB', '2njeuZKrhQZDxAJWGxC0yL', '1bSoFKoJ7kCxANl21onjxK', '1CESU1LU3wI76uZ66PE7mL', '5pohoyRzWWM2rsUINjj9Qy']"
401,Be Kind Rewind,2008,30575373.0,Jean-Michel Bernard,5npowHlPcglNqfPShL0oUb,"['4oeiHzekoEGMCxGEOSl3uD', '35ndOJqjExUcz725YmhgNO', '1rBOE1hq5XwnJf7YGO3BuZ', '7Jc6FtsvKwl2928bKDAF6f', '2mWxY4eIYfJciltdseTbEZ', '2gavuDV9UwUlOVO1ZFDvAg', '1Khuguwe159GT3vjmv3tLr', '5IViXEy5GQGsAmkUID6oNg', '1u3dg3LVuzbvrIy7xhmdnz', '3JSqZgBcb3Ds0Rd4dGw1My', '49Cw6pkDBaidcWFOaSOQM7', '2diOo3eE2Mt5OgestfcqwS', '3fbgRm8q3fZzYdF4CTIkoY', '5PHYuRQvJyPZ1myUotkjZ4', '3x7VZWh6Wikawj09heHFjU', '1fGxlDSh9ecntMrxPCxcPA', '0ZX3PrmjbntOvYrq7QGW3y', '6jhOFT92aPOtQBvdMFpGg6', '6kXzZAWsCJ0z3lffrL2Fpv', '45zBcDFbF4YZLEMrjjUCVv']"
402,The Science of Sleep,2006,15014015.0,Jean-Michel Bernard,6YZBtid9vFUnMnvoPajlTE,"['7nmydtIK5iftt7Vs98pmjq', '4JiirF1huZmXab0Lm7RLxX', '0sCl9p0BvkqgakRCvDU4XP', '4Rg7QFmtvMF8nKuU6Kxb1C', '3K4x4Aei8wtdF3LqYtEUuS', '4wiiLwUN6cyxBxPFahxlFV', '4Q1EE1v8t3l0QzAUWJEIxA', '4JhJHfwtJ1UqR0v3JVhqll', '30xmm8A0uXogT7UuAqH0kf', '7sbIAOB7Bb9DOzlOjqkqtW', '724rytPjAtAkaJ1bRXf8oH', '4EI3K9fJ8T17rqvEkrc8Ih', '5q5tNgXFndQNfFR281psLI', '59dKaPlFjSA8QnrE7TDwy8', '4chKno5DzQgqMrqrrhUYmY', '0uWahGBJPTINwyE1Y5TVMg', '2m6MLNvktACVUfH2nsuxYm', '1uuJl4eg22xYa4OLrjfw3n', '3ITJXCi9836rjnUjvBQPlO', '4UcJTArX9tHpwpoEGhOpMl']"
403,Shootout at Lokhandwala,2007,12000000.0,Shibani Kashyap,4NHN5RAzwmNhX6cRyPNovf,"['1Ni8yrBqSloErD5S3BCXJ2', '3GlmwilID7OrMmeWFIFObL', '5RH4M64x1jvPMWHN5S2LAz', '4D2Z2CEpt3j5mrtNSOlwSd', '1qApIMk9oF24KPRVORivTm', '1OJfYnLvgeLOUYkVGgbnN4', '3y5hevALYO9SJRTYcgNhAE', '4UHRSJa2HtNM9od3HEDjip']"
404,The Day After Tomorrow,2004,544272402.0,Harald Kloser,6n3lkcNDBGpEm8rucmbFbm,"['72Owvuv0j0f6kGHYQOhxu1', '5zHK9bxb1JfKC4pI0i551w', '25LhMaRqNPvGEdfXvsSCu3', '77N0tpglRF7uN1K2BN9JAf', '3DkvxoPr285h3U2HbzmOBO', '3ltobz68inYD6hUEsGWkvi', '1MnXe1bat1z6Pilx3lCilo', '75JBAPL8uVnE7DsdUTJcLf', '1CJSxjBB0O8zucLc1DJSGg', '2acgb9RoLbEbtT1rI35OTl', '1XjvUg96pAUYg4OzxueXn1', '09uh4YNR5aZzNJpjBiDH3k', '6dKnvJjkq1XzZ1Ru7mpAXj', '5KRaCY14wYZOKlHzkl8MjV', '4Yq7sSmwLOAca7RumR25Tr', '72IyUWASbeIaB1zQkO21xc']"
405,"10,000 BC",2008,269784201.0,Harald Kloser,52e5PgfNPoIoccHf0FRAvv,"['0lZFnjL9QKQKf2MYJctOIi', '55cozlrCKSj7OdCqcqaGX9', '3JBfHUg9roPKCSuS3vLvL3', '6dNfleXe8WH3fNdd08sutw', '5qWhRluNstqtdzVV1EoBDR', '4YnMkj3S2oCKRMcrXdyY2t', '1ogmEOoCxsxD1tmfzNP07M', '7sndHcidYOBWpi57OQ0hkz', '6FF0cctNqfezpOt99gYti1', '2T25nmjLHaLDPFq9RqHvzm', '11Y0dovgHXcrgjQ6gLqhWb', '2Hq9IRl0muRnQrlk61DTRw', '0wJLGvJdZdyKU8RXdtRXuF', '1di5406yNU2R2y9bo7IBMH', '1NBl4WKXvlwpg4MNMT2Qpo', '5tQkTI9wSZjLz9OTpe0PFn', '2WtpwyQqAAPa0FD7xplt97', '33ldmrCZOAqjhzqKxECx2F', '6F9zYtQ7pdcpuX9fIfELWs', '0PHMHVlTlBPCau8GgopCXw']"
406,AVP: Alien vs. Predator,2004,172544654.0,Harald Kloser,6vsyc2XUDOiejVBS7GcHXQ,"['1cK9MPp8AzAZtJWxHzLE4S', '2g87y1a3pxQccPE5bChSVg', '4oiADe6NSaMqyWDXJXPgNG', '76S6BYZSFMiLO3JIKxwVj4', '3EFSfUXspUa8ib62tSDSHY', '5xsJ26llbEJSN5lYU8zsVc', '2sBdEDyCYMEsgA7FRWhUHy', '1Wm33952q1INEibbzIY5Ap', '6evWTKYSswnRaH4JC7AXOa', '1J1WJgZhFWr660aU0pwPPK', '0yFj0sVJjixssz6h56IC2q', '3HAvuF2nHZ1mz79rRwnTVa', '3B2FUJ0W0pRseGKvhLlQHZ', '6wsTuXIosXOlTvM2mb4RCY', '11VpX36FeVv5bZJ552QMHP', '3cY4I5VxRRnESWae1ULWKI', '1mNcT8NfKO8E3kdwwklpys', '405w1igbo1fbtnuBzp9tdi']"
407,Anonymous,2011,15395087.0,Harald Kloser,5lHQWSstGnxcAfip0r211z,"['1RT7SQW1z6f2cU24euu0Zg', '6QnsFIq4jArEMUeopInn4W', '5rgpzQMGxmjQVpRZcDu39C', '0kUIxCk4zB1v2iQLUUtEMc', '69n81gqRb3RfzA84HVFSV4', '0OLRH40ZptTksP6mplFUSG', '1vkM9upuRL9erX0quz0FXb', '4sVELzFxrxj8oznjHZb6lh', '5RMERkToJ7Z2qFmbDwoJ00', '0id3bpc8OuffBteHCOhZJi', '3jTl3wulReMUzOs70AnMyP', '58ljvN41e1MKCiv0vIt4l1', '38c4w2VsogaHi0WwtoYzAi', '0ekrvp6pNGJB21bz2uyS7K', '2Uooa7nJM8XBJng7Rx6kAq', '3IjBW4KtkJIX16XYIH2gmY', '6yhLgDutC6caTKn9CcmVNx', '6CDMBoG2hBm0mJcl7zVU50', '4GVIP3I6GHr67ASEHGoJH7']"
408,Dirty Dancing,1987,213954274.0,John Morris,0mtLFaQ3hL371jsNraRo9g,"['6W7ztLBiRzBN46ZaPAcQ0F', '64tCsJOa1BkDS09PuqTEy6', '7BdXRaSlGAzhySfuW3y8h5', '7eafuv44YprITfOdzfVLoU', '5R2DZitRTDYtrkCoJiddct', '7k4uHnOdJViC6EBvcvzJZJ', '6dJCQC6ZRwsIrbvrsuszBP', '0R2wFVBSGE7elPxW582IWy', '4mYVqoiUGkcfZbaNkdnxYo', '66Yxbr2UODJjVBKdZtbnOL', '1OyTdeycB97fZ9emAYqm4C', '1jwFU6N6giBRr2NON3fGiM']"
409,Blazing Saddles,1974,119500000.0,John Morris,7fbtIcq4S26wesMl6OBtWo,"['5xGkvysbumYDD0JBzfQgda', '3SPXKpGLrtgwErzYKeVLaz', '43xlSLjUEutwPVc9JoCJnJ', '2FCJnUx8wX4sJHrmPHI4Ro', '4NJCrsY9ePQ8nRUBqHZSY1', '7kCJ3v5Evy7rEEoBhSCB29', '7uacDIgarCZeMBUqysH9Nt', '6BoGJ7bSXFTL4HMFsxCgre', '1EW9kpModWn9cHKkOYa6Pq', '3Kz7n467xSebgYBc1ScjTy', '5na0ELGicm0ppc3BSbM5wm', '7y8w8QNHbeLhfYEjAgM8IS', '24K9s8mlqS7T4KVZvRekPF', '3pDqz7ved6aVfuhRClfroR', '3GoLoJkFuCKDfc1OK32aaG', '5OUpMYzYfLUeUbEstscMZs', '4Lf0fXKnxS8XDUd178DXEK', '65X9w5slEwuzwD2x782e64', '2qVnOYgkL0OgdfTvsaL7Jf', '2tCgLxsvBv5hKjkWinlcd4']"
410,The Producers,1968,947000.0,John Morris,4ccTxvYQrIwpPqaDhCCXbe,"['2cXSvf1YfWPVJmcaPZBeTY', '1pWSHBADNZ58yuESNQeSpq', '4tBeKmxUVKsKkCgdKDFQTn', '0UE1sunYIeqgpiFf5kDCUk', '7xofRvVMjZEXf245Q3wFHg', '0CTRzZhGB8BR8OASNpi9m3', '7gvZ23jQQGfpaxis4zC8G0', '0Jq838G8NbwrDpiHeYM2KO', '0i8sEcMtqFfsKrGMlLIKsN', '2fWfLP8SsR2oAaqjjCLjqP', '3TG1NxtwVB9WoYPVnjdILk', '3holUqhAUUTYYFAhmznQiK', '2HkLIoQL9DbRhMwbjXRU0W', '5k1SMKVnYPTqEsnXUZywxg', '3ZPR6f4vxsuQkwWVzHsUpz', '13VgCIzjXLtefftVVLaUjk', '2NgFISrfiuqs95GFQwimjn', '3PNoAET6YmOfUmvABCkfjn', '082sCNatpUQkuLSrEuaB27', '1UUoPIqyHWKrre0M62DZUj']"
411,Little Shop of Horrors,1986,38748395.0,Miles Goodman,2gBuzd9RlPwAmi1rokb7gw,"['47emvoa8N7zhTK0dQNK95g', '2ZoLOgDO87kfrxDiK9WD1f', '0BY1QS3ModR6FjgAdIIWtC', '0fpwYrXMzPghmvKwcWNxWb', '0jcF0i1KXMtACuiFtOtl74', '0XD8PIk6ZPrvuOZI8kZON0', '2sXpIi6QaCuObFucSdfeJo', '4nQFN7nymIkyNuvWxZerm4', '17bjIyOxxiew6VvVcZWee6', '7iyX0pDxV9wUDEQPSGvNBA', '28dDi6q7AU01jpwu5OSLOa', '5ph3PnU1q2x4rcp94aiBiA', '4kov9PhCEmiPuY7Ltr7TSD']"
412,Broken Flowers,2005,46720491.0,Mulatu Astatke,4jxeQxmWGy5AyDUl72M3tH,"['1r69hhTAp4asTDjYSZqLRe', '1xaWLwv1yhUkk1uczGbDE7', '1btFCI7igEIeJODkq2Dpnf', '44sRQti6OipNImaR4wW9Wc', '2FkcW6TcRcN0d6uiBaeOM2', '1zmQJun4xB2V1ayWmeOlTn', '7kOYlDVGD318wG28crbyfa', '0QM6z5sXi99yCYQwu0PvqO', '1nmbuuznkmUbeMAJz9fAA9', '0YAdlxjmuqK8cgdPt3hzkN', '6IRE55TiPW3kOJnmtVqZdc', '05OAfsceCN8IiuSYVldwE5']"
413,The Trouble with Bliss,2011,13093.0,Daniel Alcheh,2hHntfYolcM8vXMScmTmDu,"['3DfmiifPiN3LuLIMF58axh', '4FFGuEypfMnmFLER7vvt5A', '4KvdXE51y6bsfYPjJM7BbQ', '7GTL4sHdPYAe29H7ei57Dy', '2EYVaksPfsjQQ3tCZjDpiY', '1xDYespme6AopkdVdIumNV', '3TvHHsa6RLRQSe9yIiC6A5', '44SLqhahfkG7RYOE1TaPdr', '6qgMhU4mx46Exd00dQRLA9', '3bVI8FAG0oN1Uj7N2o1Zev', '3vDDJCxLxGTsAJfBgk1ga3', '2IiIVGGhLBL2ZEHmuFRToW', '4nxmPTkbIVKx0Lj79fnf9t', '2nzxZZ1CtGWsQraghYmC5S', '1uCQYKYxjFonrfr6nKE6IU', '4mKL1ZFv4iozDOMXXo59pn', '3pcaG8w1eKJwuk6xcdrupx', '4tl6nhk0SpH97yv3offJwt', '3UfcIAnSEZk8Jswt6y8hwt', '008qnKQjVhM5T3JPkt0q68']"
414,Chocolat,2000,152699946.0,Rachel Portman,1fs5PH1L35fEbG2csJT3AD,"['1pZh0CaKE402eyxrMe9LvZ', '1DdyioI2yXhLwR1pn5Hczk', '5M2IQkE5LiULui9SBEGFFT', '2vPalVURlUvEwv4xsLGbEM', '3WFXFNuD051IrH354xnHRr', '1RWkR09RvnndKY2K7EpefJ', '3JLdkKiCWX6HPVPAXwAYHw', '1kpip5Cnm7Edpe9YOH53Mg', '6w8CGHQGQNASfTDSxtzLSz', '68nZKl3ln2KvGcpDTZhlLW', '70FLZn6LmsN4fsZX8aHZ1a', '6C0Dk4k7zLT5X6o4XCaxk9', '1PlF2DRi1rOQ7p5VDrJQD5', '5j46uAB8RgOQr4o0JtOZLH', '1npnaMCC0PfqvTrMlpp8NV', '0j0SHUaNkVEM6ww1OAsjxQ', '78BwwG5dmLhIhEH2X87uU3', '6fUcdXyRaVCwmtodqfXUz4']"
415,Mona Lisa Smile,2003,141337989.0,Rachel Portman,77suLYEns1w0HliIh0z5r9,"['19CBzFnvWtv2vwXtpL1uVx', '0j8SN00NYeJGDIIiDezHjm', '5RKTjgFuT1JBeUoUD69w0c', '3GGiAnxb53Z4LF90CaUOiS', '36TGC2bwVHqwc7iLtCQJHm', '0B2E5hTvHL5odx0tqyhwro', '2cVealLOA7zqX7x3KC86rx', '2C3PALdYlmELu0LGCBdCbZ', '2S4Bk8nH1l1E8YzCbY55oY', '6T2TVlBl8ZwKL6gyrbzKBf', '6eELl9b31i29PezV08k98r', '6TmaQ9zwUKTtfcKd0rso5w', '3Rq4dGTQWrPNpwVCXIix3M', '74WdSwq2ruBnnV2SIDKKhs', '7uahoYbvjqwlieliPabQLQ']"
