,movie_name,release_date,movie_revenue,composer_name,album_id,track_ids
1560,Over the Hedge,2006,336002996.0,Rupert Gregson-Williams,7bhg9CHSxZgayMAC4mJGTx,"['3hSsxO44l3UhkGN9bmR9Ba', '2qHgLD2vQ34025xaHTa9xu', '4XVM1RGmPl0y3R0IegRDm0', '1fE1nxRZtVKTdJMUYf7EOL', '472YeSrJILYxEj9hVs0ohR', '2iCegUXnayQyQMEwtogO0L', '489Ilq3AJdL7DDkiUlBE4Q', '5rasBZY5n2yEKm6J7mypIK', '5IdMcEp2XPa8wKmLSlSKvE', '3u72FU4b9Qc5GbK0Lmg4Ai', '6r7HNIy9jCwTYrf8pzVHgg', '3YsBxUPXAcNVmz2AgT7wpR', '3jIEk8rfaM7ejBM3qsC2ob']"
1561,Hotel Rwanda,2004,33882243.0,Rupert Gregson-Williams,1oB7DuHxiwy0FkPwJ9ay8Q,"['21KVuGxaGNwoBqDXxnsECn', '4C72xGYOIo1anZccd1kUAt', '3CrACrGT03DuW2KV8qM7Aw', '4uPHdPAZVoVVy2ePVv0BRd', '6GLDvbuvWzlbTMHKz28F2f', '63Ra1YyzPP4FhuDenvyFAd', '3qZWzN5MSAxH8NFiDt8ynb', '46KSa6ZJuAI8VTqtXXn3qX', '50FEX2edJuyrhlWBfPVdbI', '1QXPhwUmLNw5ymLLLvS4hX', '6t5vcwpYmTEXbZQo74CAjs', '7u8Cd9Zj5WifzJ0uep7eyD', '547DiIbMEHnMCWKRJn4OXI', '4ZDSgaVxv0mL4udU7d9OKT', '1Ng61fSYebPJQKn1XwdVdW']"
1562,The Covenant,2006,37597471.0,Tom Hajdu,2D4Gfa6CG2VxOtgTSmSeX7,"['0dxa5955CNFOpYKKKoCcvE', '2cFLJVQ1i5eA8BwVyEQxGc', '3Y8oqZE4Lh1pJ2PCRkkPjE', '2nFwYjK9hsE1gPdoJZJrgz', '3RCFnZok8WJfOvKkGeZ8Qb', '3QQFVx6eGLCMJx0ioNxBhH', '4cKo7XgGdYR4NXSxYk2Vz8', '1QwGvl26tNJ4nd8JDm0bJf', '5Corjuyb8jj3duybOOpqGT', '5cfA5v0Xpo5cj4hDXGWIH6', '08wxC47ZefxGtDEY8VYAI0', '2sNUXqWC5hgO4R8L2X1UTF']"
1563,Mean Creek,2004,603951.0,Tom Hajdu,62bdAio6AYsucDKZo6EqKe,"['4wzjNM0Vg4wTklmnPzTdaA', '5zQKvY2hPdW78ZuocSeo3s', '42sXrSgeq4B3yJg4kDOgZH', '56p5QvfhQ28tsLI9P5Hc9U', '4i5RyUmPZQNdLAM9SYI7uL', '6KCTTMTKKemnHg20RLNAWW', '1K316zUADAIrWh60fGiBh7', '4Wpyj13QeA7Ubi23zKF30e', '7yeTJtOWPTVT7FB5xRl54O', '2MWNGSG3urKvbtcwwWV4sx', '00QxRHlbCAhBg4ERtbFKsq', '5yvrhaQcP9bPBz1uFOuY4X', '0uYQ9vuOKBcOo9UlFg4ZdT', '0Sso7ScLCxiNaNNhjyhcQE', '2X0FyEjE6A3Z1A8tXdQc4r', '7uBXyAWjBJyCgyhEv34uaO', '0a1SHo9kgvQ7IJR98JZqBF', '57AjGJ7hRdBQ0wYgsFe3ZR', '0SFfmuCalplZC7dFe9ir25', '1SghPJsyvpTWwdBDZRONuN']"
1564,Elysium,2013,286140700.0,Ryan Amon,2o2zBJaUdrrHzMFOXNvdBW,"['0FXh1nZUDL6OzVw9Xe0FB0', '6JPmvwuJxZ10gJXlRqR2qc', '4fTfZN2LTjtDrpNVRzDHWy', '2FELFawIaWOyTnykkPGJ4S', '6BNb76ulPW3gPKMJilhe3L', '7xzegvKy6gQ6Qffjc2EHDe', '54gSUh0cAiUJVqAq3vNukH', '3tKzc05OWcIBzRkLDlq5bI', '6X2GmQCswB1YrXt6AfqTR0', '3UdSk1LFd3huOdqBdkvVQq', '7dnq46dUu6dIxLICTtImGP', '6Mv1pklcIjGI1yjQa9rJ9x', '0HSCSEBnQc7ndA9n4gcGL5', '1ceCqjXSnkZGjjhlpSdCqS', '7u4nQrGUvbVaTsYjL3Ra2l', '5c3AHuo6VAgMyAbi7Vk2Uh', '06MzqVplKPj0mrD7kbfiD6', '2QTXdzhbYlbbLNRIMIbdc1', '2posS4NjworF3faK432qxn', '1BUicN3uNoo75c1Dfvrc04']"
1565,Skyfall,2012,1142471295.0,Thomas Newman,6hOO0nEJ1zQ0QTj6kG6Mes,"['5S6QRddlH14aVZSBRQw9AK', '0EtrlF8TPwqkzZpzL73Gir', '5sM3wik5G9pevyMrE2CrML', '16mpPJUgp9zt5mt2ekoGbm', '3fc5mm81F42joKiAb00DtL', '2x1a7dE41oWCxB1JlB9z5Q', '0zDB67WghW0loB4nvVp0hY', '4FLqowW1QZRSyv8deQUNvx', '6YpXGwU2vi77XId2sgvJBF', '3bE4UngWhqWzBrwLq09MkE', '0OS4Y0k55y1UwU6G1R6Ehw', '3TR00hzcSSf6dWPSYqSIPy', '0vvdGsr92aPukAxgHyeu7X', '46grNwQsGcTUbK60RX8IIh', '6zjMP7eaHqHeox1oH4WL4G', '0irH5qWNYndJHaW3SGie8b', '6lBy6k7fp9DsoSUf7gfqzu', '4mJYQKllESzr4EtPIMs1oU', '2ksQ2EedtFdoxJFxTdZ0qL', '2lK3KRqfsD6TQgm5jJOfwC']"
1566,Finding Nemo,2003,921111197.0,Thomas Newman,2kJpuz9FOqX5riMjGwihhY,"['06NpidxT6Rx4Uz2LCEuk8X', '2B6ZP9SEO2xKxEYwhWffxw', '7jSQaXLzpLHjSQTev2krvT', '6C7NLheYmP4zintC6OOXzf', '099QlSujdXkd9DCwAh2fgX', '0xd6sCsl02xnR1ZZCSUCFW', '0qSBReaajePapTi4cYSAIJ', '4WH2uecM7bUb2JSlXVfgym', '5ZJOcRafWEIVSXfJnCPBNc', '3AAoCla0aVpTQjLs2i2yNt', '5oUPyabzoYqt3boNFxJagV', '3WslN7H4DVhXqdXBqvSKw6', '55uLqWLBb1M7YVZs7eJvE5', '4bDPAI0FJyimc8drS1zfLH', '3M8sQntUIHcTEmMegsgvW3', '05JHTtmnSNyXEawe7vXtme', '6Qu2v74i41Xs4Zk0GKQwWS', '6LiwSylyzXNHuCmvvGQ6pm', '7Dt1tLDcuY7rwvzXICUz7q', '0wNUPUbg5b4IWLm6MJzXQE']"
1567,American Beauty,1999,356296601.0,Thomas Newman,11y3Dzg44npGsTWKtmuzTW,"['5uuZI0l5SMRMAIVzPl1xgU', '1tuVAaev7Fa88cVNjgmbR6', '2nhvEAZEqh7GCA1GnyU8qT', '33HF2qzlbBNXyN4xS1fVQA', '0FJgEaCJNwe5Id0pJKR2m6', '2ttkf2dy8pJRtTDoApalYo', '1SfVuIo7iztJCiwWujU8yl', '6XJGpirOP4Bgurcvkdanxb', '6hfknqfVoSX3Nt0f5vgEvE', '5tTCkfZpyCnpceDm1nghNQ', '3vtz64YHvCoD2wQtdidLz2', '3z5NBZcw0FwyoQEpQDtzVF', '7x8rogTvyCpFZ678R0gTCm', '5Kg6Lu6dv25IHOmaHRJgqE', '5sO8ZOUszN4RRbSCcyOTRW', '0fpqyem8huGn2fsTSJUT0R', '2zbYUaO9mQtyabFIDpwgcE', '33B1XmfncHqnfkrYZIcHbD', '2Np1GzBx0pb6Ig1n2b2BZE']"
1568,The Green Mile,1999,290701374.0,Thomas Newman,6Rppm3cesOg9mL5oaIeLCc,"['6E2z8IlncbeU4ehdKcms6P', '2ARw4obh0Ym3sVvdYtuFw0', '75TQN2DjcfiDvowSlz5PHv', '6JkvXLMnLJJcdTffZR6hBP', '3wgmmRCHEINsqfv683mjSi', '5HL3UfdEnQdWhgARrTwJcD', '1G4RKEJ9pexs3TfqYP7j6M', '7mXZsKhwZLNP3Nn0v1EGFV', '6GGGmbS4jj5R30A7JX9giV', '0EUxENFdFf0pi6NYpUdOMN', '7JHOiQm6CLHES2ab82Uxgs', '37tuhIJ6B1EftBo7k1zDIr', '7BswlMqIbTiSBXm2iY7c3l', '1XLCpvHOD2SwlBspszBcSj', '3dR4DDxNzoOpCRS9jTrmdc', '1CTWvreFBf5zCLxhlD92Ly', '0sIQP5MeYoO64Sv0yYdW0E', '3rsIHTx0SuDYL7pGehl3N2', '0RmPWuxccyJtLv2KIhb9Zy', '5OI2TUfnCY5tuWEJbGQUra']"
1569,Erin Brockovich,2000,256271286.0,Thomas Newman,4piCUmvu0JKPVJSQ6KLyt6,"['7mRLFRTSE43RLpN0bDDtJp', '2Z0URsG5ImPcZRI2OIOOEW', '06wLAs3SlgB9GAAeJovSEn', '6HBqnNTAtEdpF2qRk8G4kw', '5eN3mb33D6gzmlBQCndl07', '3vLkvONaalZf4j6TgD5Skn', '1J7AyBu9eQ7JlM4dAATQNY', '5DxvVbmWECzkGa6O48JghN', '1Qjz5oYVlMSvN6CceHlsb7', '54EtyBmqSZRdX9ab2617S5', '7bED11HxUYoZNvENrVDMTI', '05ZOsG4Th90qd0thsA2v3H', '4srUOs4wXQ9gjtZDYt7LUa', '2P15zNI7J4p9HIJ8Ok6UEN', '306oJnxoXdcJWqTtMbBPVs', '2Ub4vVZ8kYdYe8hRFeFr6A', '4dmrQYsnnS14bl1H60weK8', '6e97cwmgorI0QIpR9p3NIq', '6FXfQSq2fUT8PhVbd9P1Wi', '2ad8v7AEs7WEJ9rKXsd4JL']"
1570,The Help,2011,211608112.0,Thomas Newman,77DVPRUq9rUKjMesNQYhbu,"['4qAzizO8gVzAMfFZKI5PS1', '49WNWZnBdrCYYuMd37rMrK', '33sGry8OPEz0ZdlG6CHD2L', '2EV7r5wgLoD0qVX7VaeEsy', '1REDLBFsKNkJaIDXz1GL21', '4u5LyuPhTGKIToOPpKrokM', '2IyN8ccvaY0709eUtmhJd8', '5UC1fBGV2Ivoqo7bamolb3', '1JCEt0rVZU05FrrlaHEkgf', '7CuxAV4HOIF1oGD12pB8Xu', '2difZKS6Ce4M6VAmQ67Hta', '742126gVv0JrxxtOtLJtlQ', '2Kc5YRSbN4Gg08gLEseag0', '3T54PKywYyuc6CfK0pZUzT', '4Fx7moegHMAdywr1zpkdEd', '6WlRiQfIfzcDznqeOBkxCh', '6OB8ZyYc5tKQLsnq2C6gol', '2p8q2coqocwgt9YOtkbLNa', '0O5Xy4IvfBfkKOD7SzYWDv', '0NZClRqsPFYJcTE37nXdaF']"
1571,Lemony Snicket's A Series of Unfortunate Events,2004,209073645.0,Thomas Newman,3APjdBSpcHFNPYwQwlUZlb,"['2mnrE3I9lcW7OAfv4aDt5m', '6OzlclnWgrlyHnS5g6gTzz', '5irbdtidNc5tQE62ug574B', '64pMHJ7hNybumRXmKW8YzF', '3RjpWcqqxXuRK2fhg6fCkr', '1FmHDbXnCyYWYPWwTFm9HY', '6BmOsd0Iovp43cvCN2OsNw', '4PeKIqBmMEihXc28AIzASW', '4CtdGBFw0p7IswM8RL94yG', '14se7na3SJgnZwenENti60', '0NFC3XauHgndNuhJzKr2Ub', '05l0MKoQkFQnGPAoBIORJn', '38Hvkh9oQ2RNqrRIwNWBQX', '50YaSKjav3PZ68BW7eyXMv', '3f7fCHryW7N3CmFGkaPanL', '2iXNFe60lBSpCjT7UAUca4', '7emaQbHFJeyP6KSebZer4u', '0iId4AC0aXijK688B91NAS', '6OvtHKP4mU7dpz81Q2MkMl', '1LY7IyDV3MqNjnUN8It44N']"
1572,The Horse Whisperer,1998,186883563.0,Thomas Newman,5TkEej0XgyiQyWHfXwrE9w,"['6hEdhZKv1JTVO9vvZM7EDH', '0e3VFiwX6o6yRbCAc5lF7F', '3a3Nig9u2sJwln5QyYbb2p', '3AgJYbpu7zU7YFae8J3pi7', '4Bf4w8A6Qn5GKfKiAB4jDa', '5W2UuLN2oz7p2811OYmnf9', '0aXbyHEKeKtFCsQMsAk8zz', '2PGWbWmW8RA29YcMewfUmT', '1nj2TdWPv8n0MGtH9e4Ud3', '5MlkxabkJ6J74VGAmor3Jd', '59T3GESg9jiegOtT211bh7', '2vLUls596TjHjaOELRynrm']"
1573,Road to Perdition,2002,181001478.0,Thomas Newman,7v9u5bUHm2tpSC7ZL4hZBG,"['0ahHYr4FL6eJz8ttz1T8PB', '3lYlw5bf3YiN2nmc8nMeib', '7kq3EE9bnyPF5iQaAYSOkO', '7qBLXbXVxKK1jbUpf35ap5', '76N7TwdnnlR7CFh7vKMuv0', '0wsqv174hjWO2YSoWkubIA', '4QtQiocwKbTBFLbKeveLaY', '5J0Sp64oiLawZjFjt8PmAU', '3NsDm58F5OTUCDH5wUf7z1', '1tiVl1dChq6OZmsYNQsPaw', '4qvVwk3UA8iOzBMIr3tYaX', '6UyHDnHeofZ0BWZRHFfxp0', '30XPjUloKwMq0KaQhAB2cJ', '0O0YjABWgrLbVpdPshLaBc', '7ljWzrPupn4Uj81kEBAqwH', '7p0ju9hO6OMi3HLklorf49', '1G3eBPe8d5QW8odWmZoMSo', '0qKZ3oZ9IgKqsXrK5q7DU5', '5jBxvhI5TUI7IVqXCjPx28', '6XNRn7nSfJW2PFRBxnJ3uO']"
1574,Phenomenon,1996,152036382.0,Thomas Newman,7lRLCWZAAi6GPBGllbmmuV,"['3jYr59dZBKzFa7Ji7be6fT', '1DzXLhAqagbK528DuA3zPE', '6mupXQGEwKNocXcSdmOnFU', '05bpVVCjbLhcVPXyLcUVxe', '0tbrDuZ9uB8HpE2D7YRtgE', '0TV348CCOLBNKmL7kMMflf', '2vgucz2MtpltjGvPBuhIqi', '2ElLEzxeuvcsjeanPbprQ1', '5xZnppPshCA5WmwgVo7rQ3', '76NIKJXY2fWJGAaPQ7hTk7', '2CkTuRBLg6BzIkYxHd46A2']"
1575,Meet Joe Black,1998,142940100.0,Thomas Newman,1xacmDkSJr9e32LulfPuF9,"['6QaCXheGC0jXV11mgxmuv2', '3FCC2C2sQskVp6HeV9TE6z', '4NylPsv1qukmF4RkJSKUaK', '6Vdf4rU2CulOPO9pdRjqYN', '7AqveaYM5f2Fjd8aqDjLxm', '7KGPlP1RyvOaq9Zl9jlBMA', '5tZJmyvNnoHt6qQ44zMVY7', '3g5Uyz6RNLKod7kc0kYk5o', '3WF20DiqjEibKC7jUkJoWI', '4oxrikuqW96O4rdd7KMaTL', '3ZAItga5UrWmJkuvRx3uYt', '5Sc9nay1AVOP9j8peaGDIp', '4evXeudsX5qagMgisPoSBY', '0VpxAmY7VU81rMP6piLjgs', '6PUhCFtazsaoCIw5EtLPzS', '6Fn0mPbXN0rP0MXP3HHqUl', '0rr7bmHT7WGJqS3cgFayva', '4YuIwDHAfO2QevYPEfABR4', '33Bzf3HAzVRKBUC6qkuzUO', '6iRwiTeRSwqz64zkZACO0S']"
1576,Scent of a Woman,1992,134095253.0,Thomas Newman,2iWA5BQmO4mC0TfMA0W6Kq,"['1cpmpvkL9NwiFkwqzn1mXP', '7opWVWlN0osVtKYszyPSEZ', '22fNDezDnG0uOwZ60aDxTe', '7l9pu6nL71Jz88mGVobpeA', '0Ro1HbQbE633vbhJ4a8HKB', '1CnEaSHj8xVkVxqlH5Ut9u', '6PUsQDI36IAErq3n9oZBAN', '493OA5BFRvQ7FpM2vzEHWv', '38Rzfpxd5RJOTlUmCXMzgA', '0mA24jbOB6PPtxLPzkwKar', '3qaR0RC5lXcpPR7uEy977w', '27vXC8jQPKiOEDeDvXDhZU', '0SzV7TijuKzfWzGL1PLRhm', '1ez87AbHQfMERjS2MKEruu', '3QFYUcb1EhOsppn65JnyLJ', '1EhCAYnXOYvm4B6mtZuXoQ', '7GPIPNfTh0KrYciLGbpScv']"
1577,The Adjustment Bureau,2011,127869379.0,Thomas Newman,4BSLcMFizPnapdz66fkGfM,"['1D5kVBzv8J8mB4hCE8YMN7', '3G9FU9nmkWhN77vfJFAYSW', '7EODF4t0vhzlDecyK7KUwG', '08vEVWf3F4Yw8ti0DgP9FU', '5CaZ8dL4HN7yLCcW3NOQaY', '1s0A7bU6rmfaB7z5oBmlQ5', '1yOxVTkxDUtXevvyJBFO78', '3QubrwaV8UUMFjDpYyhwM0', '7DHvcOGWkDdXKgKc97T4om', '7I1bB0jZ0EleOokw06NI9y', '7yA7y223YY5RooKhP5OqjA', '5zmvVlm6VSj710utW4r1jm', '59LlwA25lePKiJvmSr1fP6', '6TL8LJuJWLT4WtIKcylkCq', '6K8fKfXMgaPjhUkRB746dd', '1rFaN5gOtRIksbaL4gdjBu', '0HIYBJl06KDzjkESiwu700', '0ptdARz1ROxPWroWfsFk7i', '0NkD7Idbq82XtgEmmksHUQ']"
1578,Fried Green Tomatoes,1991,119418501.0,Thomas Newman,3cLLxp6FKPBRaMIAugbxHT,"['6mZ8P5zM4QMGQDkKyjQmHA', '1BNloEvafOkfdV1wqi7JQc', '4kEDkj4R3vDdWDcVObA3yN', '2zCNaRNw85htQJ6oQBj96j', '1CthGEeH1Krh3FosgOA3ch', '4yHhkiyZQhickUf5acVIfd', '6kP12Xj1O8MpIu22MnphAE', '0BPFwXKX67QyBEPMuJiEqa', '1EV9grE0aUe6UQeXqUCxl7', '70v5vGujssuQeHtJaac180', '2yZlw5YE8eME8SrzXtzDqZ', '2mjZJs1kT38UrfT6NZxCbP']"
1579,The Iron Lady,2011,114943631.0,Thomas Newman,0WDToSFD7JtU5Og9hyrlGV,"['5MyOtLfSCHvbC6XhoWR9zw', '0xbDNFFPPIZwyByXq0nC0e', '1KGPpMniJ43K2gFh2g87M7', '457LufmARJNMhD7InETw0a', '235i7BI5LYFEsr6F1lDMAu', '7fOFwbs2ZPH1Hrzrjec8Sc', '5bcO9amFcuv6bpZZfXUmgh', '75r87rj2s4DaZXIoSCnQ1D', '4qKCw2Lner79TadVdasstC', '7qSfqTlrzRVsXXW5xyn1yg', '4vKsnYMszXjCaEXKtW0IfE', '34Ca8t43B5hSDchzwzmVxr', '5tJEw7B2cuW4PIy3EvXqbU', '4cIzhFt1cKSN0kwXzY4EYO', '0gyF5HcdRZEej8TzsCUcYM', '0L4QAwdIh60kRPqMn1KczE', '5olTtPYcFS5CayeUd5vc7j', '7H7q7O3toyUPAf5a9xt5Zf', '0eNjpbpAfkHoDTjZIOGcmR', '3NvAmgmoz9nsuluWwD4TWC']"
1580,Saving Mr. Banks,2014,112544580.0,Thomas Newman,5mHSYK3dMRtPNG70mDOBGA,"['3OuVh98Kc12kDwPyZrTGBO', '4NYj3PPDI0o6ACyJIjczqk', '0YOEzeWWmlVQ3QP2KPsDAs', '62jhJdzgnXO00TL1mfnpfY', '1p3rpjuoDS02ePtzfSar2G', '2qCtiaiMYzwYjQ5bw4Go1c', '42iLolKohLiBbvrH7SAhRN', '0MGkgLzfC67gSNjuvLXnfk', '2Z6pNZjF2FEZAEGOV2Hu5A', '0HgAmGpvXgPw0XH5uylx2W', '64gff8gvPCgu2UlWu2Zl9G', '3DGp2tlMDYd6SQHUm47ypF', '0hxyuX699PojGXZnCxCHk8', '3edXecbHMdvcakCM0UyHBI', '6nmiFkFXm6VBxpl8hCVMrP', '3lUaPITyz2WRjeGBEiiDXM', '5ZUDvawe2bMsKzASGI08ev', '4sLxakaFJWa8rjesqZLM6A', '3bu8OXmOolN7g5zvQs6Hh1', '4wPWMJCbGUqKVxZ97geGLT']"
1581,Cinderella Man,2005,108539911.0,Thomas Newman,4b7jqNd99i9WlZXR8KqWYB,"['4NrJwE5uRNTM32jUUFTszN', '1ph2USHgAxrYF86FkR1KgK', '79z5p7GEOlEyTqPlheU8wn', '5AWiz67HhqmT193EGLHzhB', '4rrQP0J0djKJ9H66XMFBZa', '17Zc7RsxgRHWPGLaOHz0xq', '5867uYp6CBbz7deVtNab8t', '0tm1OZlenUyak21Zp5t8WK', '1ZcJg06raZavUMMjhrEFHx', '77YGJHrF1mGAuZnKZwAeGJ', '4KGJUFCCBG0Efr4cw9poDU', '45L5wUXjnaF0fsjjJDLAMd', '6AepIeqkbFp1RmpUYvAkVY', '5G0a5MlnXYVT1zxI7XmKel', '63zivmpJdwdoJhPhWayr5R', '7LP9RLRNKe1kXyC9dc8mp0', '74eKer9H3Ocz2gv85VmPaZ', '3X4xBuHWpA8WgPkGg3Frm8', '54ZKiHvng3YXpoEpZRvPIT', '1x0G7GmjdBJI6oqlRbeDd6']"
1582,Jarhead,2005,96889998.0,Thomas Newman,6raD11uqkVIfZzk6bKIpdb,"['6CTBC9sJyT0GgPOG5Bea2w', '6ZtEBW1MOA0XPdPOeNcwPf', '5McezfmT5eGfBX3b8mRgUh', '5W73Yg0oGgIugODqM5cmfa', '6ndftErM6BlQpKwRWIHyjZ', '2ZFd5WidPqo9SXyG23ehy0', '2KxCHaBHUIY8gxsBY1DGPt', '06YG701oE5bmeZyulN9r42', '09joxFZjhg690BuY5rqbK4', '1Lr6dQGvEZaLGEjYzT7wlQ', '3DxKHv4QdpksRzT5gIX6tl', '60HuICrByp9n5SG1wexA3t', '0Bxp1YbBmA5X7Ctp16QNKo', '665jK09bDzk9LNk8ty0Rfx', '1A1dvi2vR16eEfXNlG7hzU', '4pwEZNKzqAYcA52N3Mhwak', '3Lk4Dq4esr5dVYWdMjSaMw', '4r5R0pULWbhbV0LmuVvfTX', '3h3S2ulG791sbteBuZ33VS', '3ng4gzM98YcCWPbzZmX4fb']"
1583,Revenge of the Nerds,1984,60400000.0,Thomas Newman,4I7Qnd3YhP0jerE1Hn7qfJ,"['5DDW8t7TWQWdGJg42ZelHW', '2MiAQHc9yOeCKL3zaFtlOK', '1O3n7lbLRXuZrW5sWAcroj', '5eMqOtagSPouODtxsXgY50', '6PNhyp0YDVtyFnKjhlVAqw', '6zDX5DBkq0KfiPUHIz5pW5', '0NisnHf22ShJMeMzALyMFO', '0FSbmigRKbFSYagV7gXCnG', '0ZUGZExX7uimiuKFMAHOOP', '0vu16qbwSAqnu8LL1NgJeM']"
1584,Pay It Forward,2000,55707411.0,Thomas Newman,2JwRfYGZkpHZJ3H26FrBzo,"['1m3f2UdVOvcFGGKKyoMcxZ', '79dvomYWDA7IaONMlmtOdt', '1aCVSHYhQlNF8YCjvagtDt', '4HwsRmOCbaSDAlBYCJpFcm', '64uAbabFcbPXwXHAziTlmd', '5tO5Jm6Bxl2cajIyc6kRwY', '7w2VBApPJtnzCLK2bRWY3e', '4ioFqrwDOe8BIUibCbT5Mc', '6MWEBZMLAQBfUzGlvwccok', '2q0rIJfbxow1sW3u7pBpRG', '12pGaB8n0XXLZlTq9S7NlQ', '4lobWad7gVrjx8iuwKpK2o', '4TMAPiVe29mbPCibx0RpDa', '6s8Ycc7q37jXcrLMtatb82', '0lnPVcExkX1y13LAmwIrHD', '1gwkZJSYWlsD56Kx3S7QMA', '2xlnGHIhLaNIflFA8bj0Aj', '7dabSc2KOczSGG8XGbzwhB', '3LT46pJTbyRBNEQB5u7mxN', '2nlcqEz84uHB5SXY0Q4fcC']"
1585,Little Women,1994,50083616.0,Thomas Newman,0Ug5EnJH0wl1DFPC8HAtpK,"['1jaJZPNJUucp3Vslf8wui7', '6BLDw4IqBrDn6FYVDOJ1zf', '03zBsPNZ2sjZx96R39hc5h', '1UgdKuOnc1sDqUi9PLCPZO', '2GyGBePMhQ8YDl4JznwwgI', '35wnRv31zcuMwBKpNkUrHa', '331PwS8t3oePL8FfmbsOHw', '3ioQazLf1Qear2Pz6xGdE5', '3tTFkxmdHUEC6RkCfumPP5', '5HpDX2DkF42IFy221kww0e', '2jynnmtpPiHr54njyP5Bt3', '2QGot7JejcWcJ8Z4a7Jr1N', '5tFiz8khfJTRz0naGhwN60', '24eFNgY1DXyXbKFeMrBptZ', '3CxCtuywe3TrJ8gqnOxdYz', '5KdaDmHLNxbS81Rgg7eIyY', '7mItXkd6UYi1KecZ8W5caV', '76TKkzdLlATZBWUgG9hNpA', '007SutdC0rVG2CSkuQMtJw', '02jfod8oZM2GzowjDmOa7P']"
1586,The Debt,2010,45636368.0,Thomas Newman,6CNZNwgAHlm71hZVQcyxEJ,"['6yOQ7TolpS9w1OdBSKyqe5', '5j0QwgO3NOgdxyG6DdaxU5', '4fe8FIwUTIaVXJHbwvD9VQ', '1E62d6KfgXDlozGCLrUQ3H', '0ku874xHfmwMgWeYCtfQsL', '3pZCWIunnYyZ8j0VRjMhGV', '16GE1jyMN0WS1QngFni4Wq', '4iWvnPj6w9dtbWcEkp9nsB', '1OMF77rlKg1m7AQBzp7jY3', '5YoS8BnDpweD3ohGAMlisI', '4j5qIgvUKE9JdgbDTe4GqB', '350KVT5zn54sUkwb0ojrrc', '21ckIGf9gVEkr0tlrL9Fta', '55ms6RlCGw8uHhXl6wOgpX', '6xfBdfOkCnupMxeUZUmtUS', '2ugS2Jvlgox2splpTEyz2r', '3J2gAmdq6d2T5cYyBGUkjf', '0RuSPEjNtSz98OjPzOhZXw', '0AyVDbm1NIXrotP1EuRkOA']"
1587,In the Bedroom,2001,43368779.0,Thomas Newman,28mXDXM0d50WqJpLG52iuv,"['3NbcZKYwWEOJMgh5RuYibU', '5K6y2yMxuOAl6SHo3W6PUm', '5rYu5cT8lcZe1UBVIaiTDl', '0ysR40CCntfQXbrVhCvJps', '3OsJLBVsv5vEQLzLwfpfWd', '2rxjqpgMh1mtie1q7sUhL3', '3ViQMntEEiYMhEBxHxiMLw', '0ADRkSKxurKQCMse15Izh2', '0fcqsr8gsuvBQKYJAQnnpY', '7cuvx1naC2rk2YtEVKno0l', '3O8mfoiwsSY3Z9yN6DrtDP', '4ThBSXwCs26q4Ji0CTNUWL', '5YBphR33BpBQxCz2mYFPKm', '1SOCleObY2ssvYsSa3hAcc', '1cOcZWOlFIj7fHrjbELs07', '59ARmv7BkrMYOCCo19uA0E', '2ph3MSEEO7ZvgQ2gD7TLAG', '6jkqKV7ZqWnqYwacEy7kFc', '7hCcuGDVjVhPiJFO3cP9JF']"
1588,How to Make an American Quilt,1995,41600020.0,Thomas Newman,3R3ZRxxTo7wLm1vgK1sjv6,"['27EAnGeq8vJqOkylDBnJfT', '14GiQQgSDn0MS2XKGvWKRS', '6k8wHZsPepzIUlWeGGa3Bz', '6q8UcLH4ef2CUq9FFCXzPz', '1UhGDnJwuztmlZhcYffmgD', '0LH0SkyCioH8j5GTdAH1Wr', '3S8aUyuZFuwyqMXmiQWlBT', '7Ivqyd2hjcveTBsTN8Ggzh', '45jodeREqu0W0KZSWiZwfU', '12WpHfHd33ioghvOjpqjvY', '291qDxkmqmbGW2zIGZ4g84', '6HT3GIuPpN5JtGRhXB81dH', '1XzsxLunpg6RcYFD2adLRP', '4mHfWkN4KO37CvUvdR0fLj', '1ArJByVTpwxPCqXeT8G7jL', '4rnKC6MlYl5kuFdA1fe1NO', '7AIeAO60xwH4HC1L14Bw98', '6ZZqolcgdtq2l2OsyPAdLk', '2KZ9Mt7UVT4W1knVafdX84', '7nwiNhrIQHSeUir87F8sBp']"
1589,The Player,1992,21706100.0,Thomas Newman,2q5YoLcrAzsfxhCIjpQgue,"['56UjEADhp5DRz7f7zFwtFL', '4SdbvKIGzrARtnJ7Vxfxwd', '7ts5sn7B4glSUWbyB7xxUJ', '3JMBMetBc8FyUmMIfo8Rvh', '4RMWOIG00tBv0I2RCkF2wl', '3lnzMVcgQB69S2FDLCsr4k', '5UQWF504g3LzN56ATiQhP1', '5IS3JiYYe1fcYyZUeQg56u', '2kX5Mvg8SxQ3WP2av2CEDL', '6FDvBjfJXlMXBJtBIJT5KX', '7iOkDLsiuYyIOTefKC601F', '6Nt3cNaaRUn9wZb6yPs9pK', '5uc5wtZgI2vw7NMStfsciS', '16VVx0aYCETpsqw9b8ZStn', '0nOmQBZI7tE2oywklyHhDQ', '67ZesCJxOXxolkuR9ZU0KG', '5NgKbzH2mLMSGa4lCgYZGb', '1W1FuoeO4iSkMn2nVzxnxb', '7fT6S8VQl8ieaky4RqGOg1']"
